,0,1
2134,118,1
2135,587,1
2136,705,1
2137,502,1
2138,181,1
2139,691,1
2140,10,1
2141,633,1
2142,885,1
2143,266,1
2144,506,1
2145,201,1
2146,839,1
2147,295,1
2148,764,1
2149,35,1
2150,499,1
2151,741,1
2152,770,1
2153,643,1
2154,163,1
2155,541,1
2156,634,1
2157,833,1
2158,1009,0
2159,873,1
2160,186,1
2161,691,1
2162,179,1
2163,495,1
2164,744,1
2165,82,1
2166,647,1
2167,413,1
2168,995,1
2169,163,1
2170,663,1
2171,818,1
2172,350,1
2173,639,1
2174,488,1
2175,273,1
2176,398,1
2177,466,1
2178,677,1
2179,116,1
2180,296,1
2181,263,1
2182,874,1
2183,822,1
2184,1017,0
2185,72,1
2186,696,1
2187,790,1
2188,711,1
2189,1010,0
2190,976,1
2191,76,1
2192,704,1
2193,657,1
2194,312,1
2195,147,1
2196,728,1
2197,391,1
2198,883,1
2199,978,1
2200,477,1
2201,464,1
2202,987,1
2203,408,1
2204,771,1
2205,221,1
2206,375,1
2207,512,1
2208,197,1
2209,757,1
2210,119,1
2211,956,1
2212,249,1
2213,172,1
2214,410,1
2215,755,1
2216,793,1
2217,716,1
2218,424,1
2219,992,1
2220,160,1
2221,881,1
2222,25,1
2223,141,1
2224,652,1
2225,807,1
2226,897,1
2227,565,1
2228,517,1
2229,253,1
2230,111,1
2231,282,1
2232,912,1
2233,50,1
2234,421,1
2235,237,1
2236,133,1
2237,411,1
2238,741,1
2239,896,1
2240,38,1
2241,196,1
2242,880,1
2243,192,1
2244,775,1
2245,193,1
2246,520,1
2247,364,1
2248,1003,0
2249,327,1
2250,666,1
2251,796,1
2252,492,1
2253,938,1
2254,908,1
2255,211,1
2256,335,1
2257,669,1
2258,511,1
2259,69,1
2260,1011,0
2261,897,1
2262,967,1
2263,253,1
2264,531,1
2265,765,1
2266,309,1
2267,688,1
2268,515,1
2269,635,1
2270,406,1
2271,294,1
2272,155,1
2273,14,1
2274,540,1
2275,444,1
2276,732,1
2277,931,1
2278,410,1
2279,499,1
2280,701,1
2281,825,1
2282,300,1
2283,37,1
2284,247,1
2285,890,1
2286,340,1
2287,578,1
2288,804,1
2289,994,1
2290,564,1
2291,184,1
2292,187,1
2293,547,1
2294,671,1
2295,563,1
2296,45,1
2297,589,1
2298,785,1
2299,355,1
2300,573,1
2301,530,1
2302,920,1
2303,958,1
2304,256,1
2305,414,1
2306,88,1
2307,961,1
2308,228,1
2309,89,1
2310,716,1
2311,104,1
2312,257,1
2313,797,1
2314,326,1
2315,997,1
2316,547,1
2317,313,1
2318,1007,0
2319,324,1
2320,675,1
2321,85,1
2322,520,1
2323,246,1
2324,390,1
2325,88,1
2326,148,1
2327,643,1
2328,731,1
2329,742,1
2330,646,1
2331,839,1
2332,483,1
2333,747,1
2334,944,1
2335,554,1
2336,602,1
2337,442,1
2338,430,1
2339,250,1
2340,417,1
2341,70,1
2342,923,1
2343,204,1
2344,411,1
2345,729,1
2346,194,1
2347,384,1
2348,837,1
2349,64,1
2350,702,1
2351,138,1
2352,658,1
2353,231,1
2354,238,1
2355,625,1
2356,662,1
2357,319,1
2358,633,1
2359,925,1
2360,966,1
2361,399,1
2362,624,1
2363,1,1
2364,925,1
2365,204,1
2366,88,1
2367,167,1
2368,714,1
2369,320,1
2370,27,1
2371,553,1
2372,579,1
2373,901,1
2374,907,1
2375,91,1
2376,4,1
2377,149,1
2378,486,1
2379,823,1
2380,15,1
2381,368,1
2382,959,1
2383,574,1
2384,755,1
2385,44,1
2386,159,1
2387,722,1
2388,117,1
2389,379,1
2390,607,1
2391,983,1
2392,36,1
2393,315,1
2394,623,1
2395,788,1
2396,1013,0
2397,253,1
2398,513,1
2399,942,1
2400,488,1
2401,42,1
2402,635,1
2403,144,1
2404,756,1
2405,289,1
2406,918,1
2407,958,1
2408,23,1
2409,434,1
2410,202,1
2411,254,1
2412,288,1
2413,950,1
2414,845,1
2415,325,1
2416,539,1
2417,285,1
2418,240,1
2419,921,1
2420,643,1
2421,419,1
2422,36,1
2423,971,1
2424,391,1
2425,925,1
2426,245,1
2427,8,1
2428,691,1
2429,67,1
2430,710,1
2431,721,1
2432,720,1
2433,163,1
2434,85,1
2435,516,1
2436,763,1
2437,12,1
2438,137,1
2439,147,1
2440,1006,0
2441,48,1
2442,489,1
2443,438,1
2444,106,1
2445,234,1
2446,452,1
2447,789,1
2448,762,1
2449,841,1
2450,957,1
2451,378,1
2452,167,1
2453,971,1
2454,517,1
2455,980,1
2456,653,1
2457,490,1
2458,445,1
2459,755,1
2460,977,1
2461,723,1
2462,876,1
2463,448,1
2464,1013,0
2465,1012,0
2466,765,1
2467,667,1
2468,100,1
2469,190,1
2470,208,1
2471,248,1
2472,313,1
2473,592,1
2474,495,1
2475,653,1
2476,651,1
2477,820,1
2478,462,1
2479,688,1
2480,27,1
2481,823,1
2482,429,1
2483,82,1
2484,994,1
2485,481,1
2486,500,1
2487,925,1
2488,723,1
2489,395,1
2490,934,1
2491,706,1
2492,336,1
2493,134,1
2494,831,1
2495,721,1
2496,375,1
2497,42,1
2498,783,1
2499,439,1
2500,877,1
2501,463,1
2502,170,1
2503,299,1
2504,122,1
2505,712,1
2506,72,1
2507,946,1
2508,944,1
2509,380,1
2510,911,1
2511,661,1
2512,183,1
2513,598,1
2514,249,1
2515,852,1
2516,417,1
2517,386,1
2518,685,1
2519,746,1
2520,319,1
2521,191,1
2522,135,1
2523,711,1
2524,978,1
2525,157,1
2526,497,1
2527,201,1
2528,928,1
2529,146,1
2530,97,1
2531,587,1
2532,644,1
2533,152,1
2534,845,1
2535,898,1
2536,493,1
2537,672,1
2538,428,1
2539,239,1
2540,1013,0
2541,162,1
2542,346,1
2543,761,1
2544,739,1
2545,564,1
2546,600,1
2547,126,1
2548,835,1
2549,813,1
2550,641,1
2551,217,1
2552,556,1
2553,293,1
2554,99,1
2555,504,1
2556,505,1
2557,1020,0
2558,903,1
2559,991,1
2560,655,1
2561,329,1
2562,766,1
2563,949,1
2564,187,1
2565,1000,1
2566,682,1
2567,84,1
2568,599,1
2569,757,1
2570,156,1
2571,372,1
2572,219,1
2573,830,1
2574,199,1
2575,702,1
2576,74,1
2577,947,1
2578,453,1
2579,1025,0
2580,486,1
2581,42,1
2582,518,1
2583,392,1
2584,129,1
2585,395,1
2586,561,1
2587,648,1
2588,1023,0
2589,179,1
2590,188,1
2591,130,1
2592,451,1
2593,994,1
2594,376,1
2595,358,1
2596,697,1
2597,278,1
2598,186,1
2599,290,1
2600,260,1
2601,908,1
2602,680,1
2603,242,1
2604,931,1
2605,36,1
2606,183,1
2607,625,1
2608,555,1
2609,970,1
2610,787,1
2611,327,1
2612,382,1
2613,23,1
2614,949,1
2615,431,1
2616,699,1
2617,595,1
2618,630,1
2619,892,1
2620,968,1
2621,285,1
2622,810,1
2623,491,1
2624,844,1
2625,581,1
2626,346,1
2627,200,1
2628,393,1
2629,656,1
2630,866,1
2631,411,1
2632,161,1
2633,298,1
2634,259,1
2635,420,1
2636,131,1
2637,257,1
2638,1023,0
2639,317,1
2640,622,1
2641,864,1
2642,485,1
2643,42,1
2644,751,1
2645,731,1
2646,699,1
2647,106,1
2648,816,1
2649,872,1
2650,195,1
2651,420,1
2652,442,1
2653,247,1
2654,668,1
2655,327,1
2656,932,1
2657,191,1
2658,550,1
2659,831,1
2660,276,1
2661,62,1
2662,636,1
2663,435,1
2664,427,1
2665,275,1
2666,747,1
2667,95,1
2668,938,1
2669,333,1
2670,944,1
2671,342,1
2672,662,1
2673,713,1
2674,799,1
2675,524,1
2676,476,1
2677,474,1
2678,383,1
2679,426,1
2680,991,1
2681,911,1
2682,109,1
2683,747,1
2684,181,1
2685,558,1
2686,671,1
2687,941,1
2688,602,1
2689,821,1
2690,989,1
2691,748,1
2692,309,1
2693,752,1
2694,166,1
2695,369,1
2696,379,1
2697,730,1
2698,171,1
2699,881,1
2700,602,1
2701,596,1
2702,223,1
2703,729,1
2704,818,1
2705,568,1
2706,255,1
2707,407,1
2708,304,1
2709,162,1
2710,129,1
2711,82,1
2712,87,1
2713,220,1
2714,542,1
2715,394,1
2716,958,1
2717,722,1
2718,305,1
2719,919,1
2720,804,1
2721,138,1
2722,124,1
2723,941,1
2724,144,1
2725,693,1
2726,120,1
2727,749,1
2728,658,1
2729,121,1
2730,109,1
2731,248,1
2732,547,1
2733,719,1
2734,30,1
2735,848,1
2736,678,1
2737,292,1
2738,580,1
2739,6,1
2740,92,1
2741,1011,0
2742,375,1
2743,178,1
2744,322,1
2745,912,1
2746,667,1
2747,657,1
2748,40,1
2749,284,1
2750,446,1
2751,788,1
2752,119,1
2753,172,1
2754,77,1
2755,621,1
2756,306,1
2757,428,1
2758,820,1
2759,527,1
2760,239,1
2761,518,1
2762,679,1
2763,226,1
2764,590,1
2765,535,1
2766,342,1
2767,873,1
2768,551,1
2769,446,1
2770,345,1
2771,719,1
2772,751,1
2773,1000,1
2774,162,1
2775,968,1
2776,88,1
2777,312,1
2778,644,1
2779,479,1
2780,578,1
2781,181,1
2782,340,1
2783,154,1
2784,795,1
2785,655,1
2786,233,1
2787,685,1
2788,832,1
2789,911,1
2790,913,1
2791,598,1
2792,929,1
2793,480,1
2794,30,1
2795,100,1
2796,651,1
2797,107,1
2798,277,1
2799,937,1
2800,761,1
2801,571,1
2802,18,1
2803,961,1
2804,382,1
2805,546,1
2806,769,1
2807,163,1
2808,111,1
2809,64,1
2810,972,1
2811,804,1
2812,40,1
2813,233,1
2814,238,1
2815,276,1
2816,434,1
2817,247,1
2818,128,1
2819,99,1
2820,968,1
2821,164,1
2822,332,1
2823,468,1
2824,990,1
2825,656,1
2826,352,1
2827,68,1
2828,490,1
2829,226,1
2830,956,1
2831,620,1
2832,190,1
2833,891,1
2834,853,1
2835,70,1
2836,979,1
2837,632,1
2838,678,1
2839,794,1
2840,737,1
2841,228,1
